provincia,codigo_provincia,municipio,codigo_municipio,tipo_via,sigla,denominacion,direccion_completa,barrio
Murcia,30,MURCIA,30,AGREGADO,AG,AGRUPACIONES RESIDENCIALS,"AGREGADO AGRUPACIONES RESIDENCIALS, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,"ALDEA, ALAMEDA",AL,CAPUCHINOS,"ALDEA, ALAMEDA CAPUCHINOS, MURCIA, Murcia",MURCIA
Murcia,30,MURCIA,30,"ALDEA, ALAMEDA",AL,PINOS,"ALDEA, ALAMEDA PINOS, MURCIA, Murcia",CHURRA
Murcia,30,MURCIA,30,"ALDEA, ALAMEDA",AL,PINOS,"ALDEA, ALAMEDA PINOS, MURCIA, Murcia",PUNTAL EL
Murcia,30,MURCIA,30,AVENIDA,AV,1 PP INDUS SS 4-1,"AVENIDA 1 PP INDUS SS 4-1, MURCIA, Murcia",SANGONERA SECA
Murcia,30,MURCIA,30,AVENIDA,AV,ABENARABI,"AVENIDA ABENARABI, MURCIA, Murcia",MURCIA
Murcia,30,MURCIA,30,AVENIDA,AV,ACADEMIA DE INFANTERIA,"AVENIDA ACADEMIA DE INFANTERIA, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,ALCANTARILLA,"AVENIDA ALCANTARILLA, MURCIA, Murcia",NONDUERMAS
Murcia,30,MURCIA,30,AVENIDA,AV,ALEJANDRO VALVERDE,"AVENIDA ALEJANDRO VALVERDE, MURCIA, Murcia",ESPARRAGAL
Murcia,30,MURCIA,30,AVENIDA,AV,ALFONSO AVILES OTONS,"AVENIDA ALFONSO AVILES OTONS, MURCIA, Murcia",GEA Y TRUYOLS
Murcia,30,MURCIA,30,AVENIDA,AV,ALFONSO X EL SABIO,"AVENIDA ALFONSO X EL SABIO, MURCIA, Murcia",MONTEAGUDO
Murcia,30,MURCIA,30,AVENIDA,AV,ALHAMA DE MURCIA,"AVENIDA ALHAMA DE MURCIA, MURCIA, Murcia",SANGONERA SECA
Murcia,30,MURCIA,30,AVENIDA,AV,ALICANTE,"AVENIDA ALICANTE, MURCIA, Murcia",CHURRA
Murcia,30,MURCIA,30,AVENIDA,AV,ALICANTE,"AVENIDA ALICANTE, MURCIA, Murcia",ESPARRAGAL
Murcia,30,MURCIA,30,AVENIDA,AV,ALICANTE,"AVENIDA ALICANTE, MURCIA, Murcia",MONTEAGUDO
Murcia,30,MURCIA,30,AVENIDA,AV,ALICANTE,"AVENIDA ALICANTE, MURCIA, Murcia",ZARANDONA
Murcia,30,MURCIA,30,AVENIDA,AV,ALMIRANTE LOAYSA,"AVENIDA ALMIRANTE LOAYSA, MURCIA, Murcia",MURCIA
Murcia,30,MURCIA,30,AVENIDA,AV,AMBAR,"AVENIDA AMBAR, MURCIA, Murcia",SUCINA
Murcia,30,MURCIA,30,AVENIDA,AV,ANTONETE GALVEZ,"AVENIDA ANTONETE GALVEZ, MURCIA, Murcia",MURCIA
Murcia,30,MURCIA,30,AVENIDA,AV,ANTONIO MARTINEZ GUIRAO,"AVENIDA ANTONIO MARTINEZ GUIRAO, MURCIA, Murcia",MURCIA
Murcia,30,MURCIA,30,AVENIDA,AV,ANTONIO PEREÑIGUEZ FLORES,"AVENIDA ANTONIO PEREÑIGUEZ FLORES, MURCIA, Murcia",MURCIA
Murcia,30,MURCIA,30,AVENIDA,AV,ARQUITECTO M ANGEL BELOQU,"AVENIDA ARQUITECTO M ANGEL BELOQU, MURCIA, Murcia",GEA Y TRUYOLS
Murcia,30,MURCIA,30,AVENIDA,AV,BALSICAS,"AVENIDA BALSICAS, MURCIA, Murcia",SUCINA
Murcia,30,MURCIA,30,AVENIDA,AV,BARRANCO DEL,"AVENIDA BARRANCO DEL, MURCIA, Murcia",ALQUERIAS
Murcia,30,MURCIA,30,AVENIDA,AV,BENIEL,"AVENIDA BENIEL, MURCIA, Murcia",EL PALMAR
Murcia,30,MURCIA,30,AVENIDA,AV,BURGOS,"AVENIDA BURGOS, MURCIA, Murcia",ZARANDONA
Murcia,30,MURCIA,30,AVENIDA,AV,CABEZO TORRES,"AVENIDA CABEZO TORRES, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,CABEZO TORRES,"AVENIDA CABEZO TORRES, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,CAÑADA REAL TORREAGUERA,"AVENIDA CAÑADA REAL TORREAGUERA, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,CANAL DEL TAIBILLA,"AVENIDA CANAL DEL TAIBILLA, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,CANAL DEL TAIBILLA,"AVENIDA CANAL DEL TAIBILLA, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,CANALEJAS,"AVENIDA CANALEJAS, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,CANTEROS DE EL PALMAR,"AVENIDA CANTEROS DE EL PALMAR, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,CARLOS VALCARCEL MAVOR,"AVENIDA CARLOS VALCARCEL MAVOR, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,CASILLAS CORIA,"AVENIDA CASILLAS CORIA, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,CASTILLO DE LA ASOMADA,"AVENIDA CASTILLO DE LA ASOMADA, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,CASTILLO DE MONTEAGUDO,"AVENIDA CASTILLO DE MONTEAGUDO, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,CATEDRAT EUSEBIO ARANDA,"AVENIDA CATEDRAT EUSEBIO ARANDA, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,CEBADA,"AVENIDA CEBADA, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,CHOCOLATE,"AVENIDA CHOCOLATE, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,CHOPOS,"AVENIDA CHOPOS, MURCIA, Murcia",EL PALMAR
Murcia,30,MURCIA,30,AVENIDA,AV,CIUDAD ALMERIA,"AVENIDA CIUDAD ALMERIA, MURCIA, Murcia",MURCIA
Murcia,30,MURCIA,30,AVENIDA,AV,CIUDAD DE ARANJUEZ,"AVENIDA CIUDAD DE ARANJUEZ, MURCIA, Murcia",MURCIA
Murcia,30,MURCIA,30,AVENIDA,AV,CIUDAD MURCIA,"AVENIDA CIUDAD MURCIA, MURCIA, Murcia",EL BOJAR
Murcia,30,MURCIA,30,AVENIDA,AV,CIUDAD SANITARIA,"AVENIDA CIUDAD SANITARIA, MURCIA, Murcia",EL PALMAR
Murcia,30,MURCIA,30,AVENIDA,AV,COLON,"AVENIDA COLON, MURCIA, Murcia",SANGONERA SECA
Murcia,30,MURCIA,30,AVENIDA,AV,CONCEJAL REMEGIO LOPEZ,"AVENIDA CONCEJAL REMEGIO LOPEZ, MURCIA, Murcia",CABEZO TORRES
Murcia,30,MURCIA,30,AVENIDA,AV,CONCEJAL REMIGIO LOPEZ,"AVENIDA CONCEJAL REMIGIO LOPEZ, MURCIA, Murcia",CABEZO TORRES
Murcia,30,MURCIA,30,AVENIDA,AV,CONSTITUCION,"AVENIDA CONSTITUCION, MURCIA, Murcia",ALJUCER
Murcia,30,MURCIA,30,AVENIDA,AV,CONSTITUCION,"AVENIDA CONSTITUCION, MURCIA, Murcia",CABEZO TORRES
Murcia,30,MURCIA,30,AVENIDA,AV,CONSTITUCION,"AVENIDA CONSTITUCION, MURCIA, Murcia",GUADALUPE
Murcia,30,MURCIA,30,AVENIDA,AV,CONSTITUCION,"AVENIDA CONSTITUCION, MURCIA, Murcia",JERON.-AVILESES
Murcia,30,MURCIA,30,AVENIDA,AV,CONSTITUCION,"AVENIDA CONSTITUCION, MURCIA, Murcia",MONTEAGUDO
Murcia,30,MURCIA,30,AVENIDA,AV,CONSTITUCION,"AVENIDA CONSTITUCION, MURCIA, Murcia",MURCIA
Murcia,30,MURCIA,30,AVENIDA,AV,CONSTITUCION,"AVENIDA CONSTITUCION, MURCIA, Murcia",SANGONERA SECA
Murcia,30,MURCIA,30,AVENIDA,AV,CONSTITUCION,"AVENIDA CONSTITUCION, MURCIA, Murcia",SANGONERA VERDE
Murcia,30,MURCIA,30,AVENIDA,AV,CONSTITUCION,"AVENIDA CONSTITUCION, MURCIA, Murcia",SUCINA
Murcia,30,MURCIA,30,AVENIDA,AV,CONSTITUCION,"AVENIDA CONSTITUCION, MURCIA, Murcia",TORREAGUERA
Murcia,30,MURCIA,30,AVENIDA,AV,COSTERA NORTE,"AVENIDA COSTERA NORTE, MURCIA, Murcia",GUADALUPE
Murcia,30,MURCIA,30,AVENIDA,AV,COSTERA SUR,"AVENIDA COSTERA SUR, MURCIA, Murcia",SANTO ANGEL
Murcia,30,MURCIA,30,AVENIDA,AV,COSTERA SUR,"AVENIDA COSTERA SUR, MURCIA, Murcia",SANTO ANGEL
Murcia,30,MURCIA,30,AVENIDA,AV,COSTERA SUR,"AVENIDA COSTERA SUR, MURCIA, Murcia",SANTO ANGEL
Murcia,30,MURCIA,30,AVENIDA,AV,CRISTO RESUCITADO,"AVENIDA CRISTO RESUCITADO, MURCIA, Murcia",SUCINA
Murcia,30,MURCIA,30,AVENIDA,AV,CRONISTA CARLOS VALCARCEL,"AVENIDA CRONISTA CARLOS VALCARCEL, MURCIA, Murcia",MURCIA
Murcia,30,MURCIA,30,AVENIDA,AV,CUARTEL,"AVENIDA CUARTEL, MURCIA, Murcia",TORREAGUERA
Murcia,30,MURCIA,30,AVENIDA,AV,CULTURA,"AVENIDA CULTURA, MURCIA, Murcia",GARRES LOS
Murcia,30,MURCIA,30,AVENIDA,AV,DE AMERICA,"AVENIDA DE AMERICA, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,DE CHURRA,"AVENIDA DE CHURRA, MURCIA, Murcia",CHURRA
Murcia,30,MURCIA,30,AVENIDA,AV,DE ESPAÑA,"AVENIDA DE ESPAÑA, MURCIA, Murcia",ALGEZARES
Murcia,30,MURCIA,30,AVENIDA,AV,DE LA ALBERCA,"AVENIDA DE LA ALBERCA, MURCIA, Murcia",EL PALMAR
Murcia,30,MURCIA,30,AVENIDA,AV,DE LA ALBERCA,"AVENIDA DE LA ALBERCA, MURCIA, Murcia",DOLORES LOS
Murcia,30,MURCIA,30,AVENIDA,AV,DE LA AZACAYA,"AVENIDA DE LA AZACAYA, MURCIA, Murcia",MURCIA
Murcia,30,MURCIA,30,AVENIDA,AV,DE LA INMACULADA,"AVENIDA DE LA INMACULADA, MURCIA, Murcia",CABEZO TORRES
Murcia,30,MURCIA,30,AVENIDA,AV,DE LA JUVENTUD,"AVENIDA DE LA JUVENTUD, MURCIA, Murcia",EL PALMAR
Murcia,30,MURCIA,30,AVENIDA,AV,DE LA LIBERTAD,"AVENIDA DE LA LIBERTAD, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,DE LA ÑORA,"AVENIDA DE LA ÑORA, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,DE LONDRES,"AVENIDA DE LONDRES, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,DE MAZARRON,"AVENIDA DE MAZARRON, MURCIA, Murcia",PALMAR EL
Murcia,30,MURCIA,30,AVENIDA,AV,DE MURCIA,"AVENIDA DE MURCIA, MURCIA, Murcia",CHURRA
Murcia,30,MURCIA,30,AVENIDA,AV,DE MURCIA,"AVENIDA DE MURCIA, MURCIA, Murcia",CHURRA
Murcia,30,MURCIA,30,AVENIDA,AV,DEL COMUN,"AVENIDA DEL COMUN, MURCIA, Murcia",SANGONERA SECA
Murcia,30,MURCIA,30,AVENIDA,AV,DEL MEDITERRANEO,"AVENIDA DEL MEDITERRANEO, MURCIA, Murcia",GEA Y TRUYOLS
Murcia,30,MURCIA,30,AVENIDA,AV,DEL MUNDO,"AVENIDA DEL MUNDO, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,DEL PUNTARRON,"AVENIDA DEL PUNTARRON, MURCIA, Murcia",SANGONERA SECA
Murcia,30,MURCIA,30,AVENIDA,AV,DEMOCRACIA,"AVENIDA DEMOCRACIA, MURCIA, Murcia",ALJUCER
Murcia,30,MURCIA,30,AVENIDA,AV,DEMOCRACIA,"AVENIDA DEMOCRACIA, MURCIA, Murcia",ALJUCER
Murcia,30,MURCIA,30,AVENIDA,AV,DOCTOR FLEMING,"AVENIDA DOCTOR FLEMING, MURCIA, Murcia",CHURRA
Murcia,30,MURCIA,30,AVENIDA,AV,DOCTOR PEDRO GUILLEN,"AVENIDA DOCTOR PEDRO GUILLEN, MURCIA, Murcia",CHURRA
Murcia,30,MURCIA,30,AVENIDA,AV,DOLORES,"AVENIDA DOLORES, MURCIA, Murcia",MURCIA
Murcia,30,MURCIA,30,AVENIDA,AV,DON JUAN DE BORBON,"AVENIDA DON JUAN DE BORBON, MURCIA, Murcia",MURCIA
Murcia,30,MURCIA,30,AVENIDA,AV,DR PASCUAL PARRILLA PARIC,"AVENIDA DR PASCUAL PARRILLA PARIC, MURCIA, Murcia",MURCIA
Murcia,30,MURCIA,30,AVENIDA,AV,ENRIQUE TIERNO GALVAN,"AVENIDA ENRIQUE TIERNO GALVAN, MURCIA, Murcia",MURCIA
Murcia,30,MURCIA,30,AVENIDA,AV,ERMITA,"AVENIDA ERMITA, MURCIA, Murcia",PUNTAL EL
Murcia,30,MURCIA,30,AVENIDA,AV,ESCULTOR ANTONIO CAMPILLO,"AVENIDA ESCULTOR ANTONIO CAMPILLO, MURCIA, Murcia",MURCIA
Murcia,30,MURCIA,30,AVENIDA,AV,EUROPA,"AVENIDA EUROPA, MURCIA, Murcia",MURCIA
Murcia,30,MURCIA,30,AVENIDA,AV,EUROPA,"AVENIDA EUROPA, MURCIA, Murcia",MURCIA
Murcia,30,MURCIA,30,AVENIDA,AV,EUSEBIA GOMEZ,"AVENIDA EUSEBIA GOMEZ, MURCIA, Murcia",MARTINEZ PUERTO
Murcia,30,MURCIA,30,AVENIDA,AV,FABIAN ESCRIBANO,"AVENIDA FABIAN ESCRIBANO, MURCIA, Murcia",BENIAJAN
Murcia,30,MURCIA,30,AVENIDA,AV,FAMA,"AVENIDA FAMA, MURCIA, Murcia",MURCIA
Murcia,30,MURCIA,30,AVENIDA,AV,FEDERICO GARCIA LORCA,"AVENIDA FEDERICO GARCIA LORCA, MURCIA, Murcia",GEA Y TRUYOLS
Murcia,30,MURCIA,30,AVENIDA,AV,FEDERICO GUIRAO,"AVENIDA FEDERICO GUIRAO, MURCIA, Murcia",BENIAJAN
Murcia,30,MURCIA,30,AVENIDA,AV,FLOTA,"AVENIDA FLOTA, MURCIA, Murcia",MURCIA
Murcia,30,MURCIA,30,AVENIDA,AV,FRANCISCO JIMENEZ RUIZ,"AVENIDA FRANCISCO JIMENEZ RUIZ, MURCIA, Murcia",MURCIA
Murcia,30,MURCIA,30,AVENIDA,AV,FRANCISCO RABAL,"AVENIDA FRANCISCO RABAL, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,FRONDOSO VALLEY-TORREGUIL,"AVENIDA FRONDOSO VALLEY-TORREGUIL, MURCIA, Murcia",SANGONERA VERDE
Murcia,30,MURCIA,30,AVENIDA,AV,GENERAL ORTIN,"AVENIDA GENERAL ORTIN, MURCIA, Murcia",MURCIA
Murcia,30,MURCIA,30,AVENIDA,AV,GENERAL PRIMO RIVERA,"AVENIDA GENERAL PRIMO RIVERA, MURCIA, Murcia",MURCIA
Murcia,30,MURCIA,30,AVENIDA,AV,GLORIETA,"AVENIDA GLORIETA, MURCIA, Murcia",CHURRA
Murcia,30,MURCIA,30,AVENIDA,AV,GRAL JOSE M GOMEZ TORRES,"AVENIDA GRAL JOSE M GOMEZ TORRES, MURCIA, Murcia",ALJUCER
Murcia,30,MURCIA,30,AVENIDA,AV,HUERTA DE LA,"AVENIDA HUERTA DE LA, MURCIA, Murcia",GUADALUPE
Murcia,30,MURCIA,30,AVENIDA,AV,HUERTA DE LA,"AVENIDA HUERTA DE LA, MURCIA, Murcia",GUADALUPE
Murcia,30,MURCIA,30,AVENIDA,AV,HUERTO SAN BLAS,"AVENIDA HUERTO SAN BLAS, MURCIA, Murcia",TORREAGUERA
Murcia,30,MURCIA,30,AVENIDA,AV,INFANTE JUAN MANUEL,"AVENIDA INFANTE JUAN MANUEL, MURCIA, Murcia",MURCIA
Murcia,30,MURCIA,30,AVENIDA,AV,INGENIERO JOSE ALEGRIA,"AVENIDA INGENIERO JOSE ALEGRIA, MURCIA, Murcia",ZARANDONA
Murcia,30,MURCIA,30,AVENIDA,AV,INTENDENTE JORGE PALACIOS,"AVENIDA INTENDENTE JORGE PALACIOS, MURCIA, Murcia",MURCIA
Murcia,30,MURCIA,30,AVENIDA,AV,JAIME GESTOSO,"AVENIDA JAIME GESTOSO, MURCIA, Murcia",GEA Y TRUYOLS
Murcia,30,MURCIA,30,AVENIDA,AV,JAIME I CONQUISTADOR,"AVENIDA JAIME I CONQUISTADOR, MURCIA, Murcia",MURCIA
Murcia,30,MURCIA,30,AVENIDA,AV,JARDINES DEL PRINCIPE,"AVENIDA JARDINES DEL PRINCIPE, MURCIA, Murcia",ZARANDONA
Murcia,30,MURCIA,30,AVENIDA,AV,JERONIMOS,"AVENIDA JERONIMOS, MURCIA, Murcia",GUADALUPE
Murcia,30,MURCIA,30,AVENIDA,AV,JESUS MTNEZ CORTADO,"AVENIDA JESUS MTNEZ CORTADO, MURCIA, Murcia",PUNTAL EL
Murcia,30,MURCIA,30,AVENIDA,AV,JOSE BAUTISTA FRUTOS,"AVENIDA JOSE BAUTISTA FRUTOS, MURCIA, Murcia",PUNTAL EL
Murcia,30,MURCIA,30,AVENIDA,AV,JOSE BORRAS ROBLES,"AVENIDA JOSE BORRAS ROBLES, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,JOSE MARIA GUILLAMON,"AVENIDA JOSE MARIA GUILLAMON, MURCIA, Murcia",TORREAGUERA
Murcia,30,MURCIA,30,AVENIDA,AV,JOVEN FUTURA,"AVENIDA JOVEN FUTURA, MURCIA, Murcia",ESPINARDO
Murcia,30,MURCIA,30,AVENIDA,AV,JUAN ANTONIO PEREA,"AVENIDA JUAN ANTONIO PEREA, MURCIA, Murcia",MURCIA
Murcia,30,MURCIA,30,AVENIDA,AV,JUAN CARLOS I,"AVENIDA JUAN CARLOS I, MURCIA, Murcia",MURCIA
Murcia,30,MURCIA,30,AVENIDA,AV,JUAN CARLOS I,"AVENIDA JUAN CARLOS I, MURCIA, Murcia",CORVERA
Murcia,30,MURCIA,30,AVENIDA,AV,JUAN CARLOS I,"AVENIDA JUAN CARLOS I, MURCIA, Murcia",GARRES LOS
Murcia,30,MURCIA,30,AVENIDA,AV,JUAN CARLOS I,"AVENIDA JUAN CARLOS I, MURCIA, Murcia",GUADALUPE
Murcia,30,MURCIA,30,AVENIDA,AV,JUAN CARLOS I,"AVENIDA JUAN CARLOS I, MURCIA, Murcia",MARTINEZ PUERTO
Murcia,30,MURCIA,30,AVENIDA,AV,JUAN CARLOS I,"AVENIDA JUAN CARLOS I, MURCIA, Murcia",MURCIA
Murcia,30,MURCIA,30,AVENIDA,AV,JUAN CARLOS I,"AVENIDA JUAN CARLOS I, MURCIA, Murcia",RAMOS LOS
Murcia,30,MURCIA,30,AVENIDA,AV,JUAN CARLOS I,"AVENIDA JUAN CARLOS I, MURCIA, Murcia",SANTO ANGEL
Murcia,30,MURCIA,30,AVENIDA,AV,JUAN CIERVA,"AVENIDA JUAN CIERVA, MURCIA, Murcia",ZENETA
Murcia,30,MURCIA,30,AVENIDA,AV,JUAN PABLO II,"AVENIDA JUAN PABLO II, MURCIA, Murcia",MURCIA
Murcia,30,MURCIA,30,AVENIDA,AV,JUAN RAMON JIMENEZ,"AVENIDA JUAN RAMON JIMENEZ, MURCIA, Murcia",MURCIA
Murcia,30,MURCIA,30,AVENIDA,AV,JUAN XXIII,"AVENIDA JUAN XXIII, MURCIA, Murcia",ESPARRAGAL
Murcia,30,MURCIA,30,AVENIDA,AV,JUANA JUGAN,"AVENIDA JUANA JUGAN, MURCIA, Murcia",CABEZO TORRES
Murcia,30,MURCIA,30,AVENIDA,AV,JUSTICIA DE LA,"AVENIDA JUSTICIA DE LA, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,JUSTO QUESADA,"AVENIDA JUSTO QUESADA, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,JUVENTUD,"AVENIDA JUVENTUD, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,LA ÑORA,"AVENIDA LA ÑORA, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,LA ÑORA,"AVENIDA LA ÑORA, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,LA RAYA,"AVENIDA LA RAYA, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,LEVANTE,"AVENIDA LEVANTE, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,LIBERTAD,"AVENIDA LIBERTAD, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,LIBERTAD,"AVENIDA LIBERTAD, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,LIBERTAD,"AVENIDA LIBERTAD, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,LIBERTAD,"AVENIDA LIBERTAD, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,LIBERTAD,"AVENIDA LIBERTAD, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,LIBERTAD,"AVENIDA LIBERTAD, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,LIBERTAD,"AVENIDA LIBERTAD, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,LIBERTAD,"AVENIDA LIBERTAD, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,LIBERTAD,"AVENIDA LIBERTAD, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,LIBERTAD,"AVENIDA LIBERTAD, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,LIBERTAD DE LA,"AVENIDA LIBERTAD DE LA, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,LIDOS,"AVENIDA LIDOS, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,LOPE VEGA,"AVENIDA LOPE VEGA, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,LORCA,"AVENIDA LORCA, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,LOS CARROS,"AVENIDA LOS CARROS, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,LOS PINOS,"AVENIDA LOS PINOS, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,MADRID,"AVENIDA MADRID, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,MADRID,"AVENIDA MADRID, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,MAESTROS LOS,"AVENIDA MAESTROS LOS, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,MAJAL BLANCO -TORREGUIL,"AVENIDA MAJAL BLANCO -TORREGUIL, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,MANUEL GALAN,"AVENIDA MANUEL GALAN, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,MARIANO ROJAS,"AVENIDA MARIANO ROJAS, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,MARIANO ROJAS,"AVENIDA MARIANO ROJAS, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,MARIAS LAS,"AVENIDA MARIAS LAS, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,MARINA ESPAÑOLA,"AVENIDA MARINA ESPAÑOLA, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,MARQUES DE ESPINARDO,"AVENIDA MARQUES DE ESPINARDO, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,MARQUES VELEZ,"AVENIDA MARQUES VELEZ, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,MARTIRES,"AVENIDA MARTIRES, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,MERCAMURCIA,"AVENIDA MERCAMURCIA, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,MIGUEL ANGEL BLANCO,"AVENIDA MIGUEL ANGEL BLANCO, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,MIGUEL DE CERVANTES,"AVENIDA MIGUEL DE CERVANTES, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,MIGUEL INDURAIN,"AVENIDA MIGUEL INDURAIN, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,MONTE CARMELO,"AVENIDA MONTE CARMELO, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,MONTEAGUDO,"AVENIDA MONTEAGUDO, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,MONTEAZAHAR,"AVENIDA MONTEAZAHAR, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,MONTEGRANDE-SECANO,"AVENIDA MONTEGRANDE-SECANO, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,MURCIA,"AVENIDA MURCIA, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,MURCIA,"AVENIDA MURCIA, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,MURCIA,"AVENIDA MURCIA, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,MURCIA,"AVENIDA MURCIA, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,MURCIA,"AVENIDA MURCIA, MURCIA, Murcia",DESCONOCIDO
Murcia,30,MURCIA,30,AVENIDA,AV,NARCISOS,"AVENIDA NARCISOS, MURCIA, Murcia",DESCONOCIDO
